text_cleaning,slang_removal,tokenization,stemming,stopword_removal,final
info yang jual chatgpt dong,info yang jual chatgpt dong,"['info', 'yang', 'jual', 'chatgpt', 'dong']","['info', 'yang', 'jual', 'chatgpt', 'dong']","['info', 'jual', 'chatgpt']",info jual chatgpt
rekomendasi belajar tentang ai ai essentials chatgpt mastery google ai magic harvard ai introduction microsoft ai basics -,rekomendasi belajar tentang kecerdasan buatan kecerdasan buatan penting chatgpt misteri google kecerdasan buatan sihir harvard kecerdasan buatan pengenalan microsoft kecerdasan buatan dasar-dasar -,"['rekomendasi', 'belajar', 'tentang', 'kecerdasan', 'buatan', 'kecerdasan', 'buatan', 'penting', 'chatgpt', 'misteri', 'google', 'kecerdasan', 'buatan', 'sihir', 'harvard', 'kecerdasan', 'buatan', 'pengenalan', 'microsoft', 'kecerdasan', 'buatan', 'dasar-dasar', '-']","['rekomendasi', 'ajar', 'tentang', 'cerdas', 'buat', 'cerdas', 'buat', 'penting', 'chatgpt', 'misteri', 'google', 'cerdas', 'buat', 'sihir', 'harvard', 'cerdas', 'buat', 'kenal', 'microsoft', 'cerdas', 'buat', 'dasar', '-']","['rekomendasi', 'ajar', 'cerdas', 'cerdas', 'chatgpt', 'misteri', 'google', 'cerdas', 'sihir', 'harvard', 'cerdas', 'kenal', 'microsoft', 'cerdas', 'dasar', '-']",rekomendasi ajar cerdas cerdas chatgpt misteri google cerdas sihir harvard cerdas kenal microsoft cerdas dasar -
pacarku nanya pake ai ya wkwk kedetect ai nih setelah aku kirim surat sepanjang halaman dia bilang cek di website deteksi ai gitu dan chatgpt katanya suratku aku bingung responnya gimana padahal aku anak sastra inggris semester akhir ini cont,pacarku tanya pakai kecerdasan buatan iya wkwk terlacak kecerdasan buatan nih setelah aku kirim surat sepanjang halaman dia bilang cek di website deteksi kecerdasan buatan begitu dan chatgpt katanya suratku aku bingung responsnya bagaimana padahal aku anak sastra inggris semester akhir ini cont,"['pacarku', 'tanya', 'pakai', 'kecerdasan', 'buatan', 'iya', 'wkwk', 'terlacak', 'kecerdasan', 'buatan', 'nih', 'setelah', 'aku', 'kirim', 'surat', 'sepanjang', 'halaman', 'dia', 'bilang', 'cek', 'di', 'website', 'deteksi', 'kecerdasan', 'buatan', 'begitu', 'dan', 'chatgpt', 'katanya', 'suratku', 'aku', 'bingung', 'responsnya', 'bagaimana', 'padahal', 'aku', 'anak', 'sastra', 'inggris', 'semester', 'akhir', 'ini', 'cont']","['pacar', 'tanya', 'pakai', 'cerdas', 'buat', 'iya', 'wkwk', 'lacak', 'cerdas', 'buat', 'nih', 'telah', 'aku', 'kirim', 'surat', 'panjang', 'halaman', 'dia', 'bilang', 'cek', 'di', 'website', 'deteksi', 'cerdas', 'buat', 'begitu', 'dan', 'chatgpt', 'kata', 'surat', 'aku', 'bingung', 'respons', 'bagaimana', 'padahal', 'aku', 'anak', 'sastra', 'inggris', 'semester', 'akhir', 'ini', 'cont']","['pacar', 'pakai', 'cerdas', 'iya', 'lacak', 'cerdas', 'kirim', 'surat', 'halaman', 'bilang', 'cek', 'website', 'deteksi', 'cerdas', 'chatgpt', 'surat', 'bingung', 'respons', 'anak', 'sastra', 'inggris', 'semester']",pacar pakai cerdas iya lacak cerdas kirim surat halaman bilang cek website deteksi cerdas chatgpt surat bingung respons anak sastra inggris semester
look at this fafifu wasweswos our tax money berubah jd beginian btw tahun lalu sekitar okt ini dokumen sempet rame juga karna ada beberapa bahasan yg katanya ditulis by chatgpt,lihat pada ini fafifu wasweswos kami pajak money berubah jadi begini ngomong-ngomong tahun lalu sekitar okt ini dokumen sempat ramai juga karena ada beberapa bahasan yang katanya ditulis oleh chatgpt,"['lihat', 'pada', 'ini', 'fafifu', 'wasweswos', 'kami', 'pajak', 'money', 'berubah', 'jadi', 'begini', 'ngomong-ngomong', 'tahun', 'lalu', 'sekitar', 'okt', 'ini', 'dokumen', 'sempat', 'ramai', 'juga', 'karena', 'ada', 'beberapa', 'bahasan', 'yang', 'katanya', 'ditulis', 'oleh', 'chatgpt']","['lihat', 'pada', 'ini', 'fafifu', 'wasweswos', 'kami', 'pajak', 'money', 'ubah', 'jadi', 'begini', 'ngomong-ngomong', 'tahun', 'lalu', 'sekitar', 'okt', 'ini', 'dokumen', 'sempat', 'ramai', 'juga', 'karena', 'ada', 'beberapa', 'bahas', 'yang', 'kata', 'tulis', 'oleh', 'chatgpt']","['lihat', 'pajak', 'money', 'ubah', 'ngomong-ngomong', 'dokumen', 'ramai', 'bahas', 'tulis', 'chatgpt']",lihat pajak money ubah ngomong-ngomong dokumen ramai bahas tulis chatgpt
minimal tanya chatgpt,minimal tanya chatgpt,"['minimal', 'tanya', 'chatgpt']","['minimal', 'tanya', 'chatgpt']","['minimal', 'chatgpt']",minimal chatgpt
gue sering konseling online by chat kalo pun dikasih saran yang cenderung umum ketika kita follow up tuh pasti ada kejelasan lebih lanjut ini template udh kek chatgpt buset temen gue bayar anjir buat konseling,aku sering konseling online oleh chat kalau pun diberi saran yang cenderung umum ketika kita ikuti naik tuh pasti ada kejelasan lebih lanjut ini template sudah seperti chatgpt buset teman aku bayar anjir buat konseling,"['aku', 'sering', 'konseling', 'online', 'oleh', 'chat', 'kalau', 'pun', 'diberi', 'saran', 'yang', 'cenderung', 'umum', 'ketika', 'kita', 'ikuti', 'naik', 'tuh', 'pasti', 'ada', 'kejelasan', 'lebih', 'lanjut', 'ini', 'template', 'sudah', 'seperti', 'chatgpt', 'buset', 'teman', 'aku', 'bayar', 'anjir', 'buat', 'konseling']","['aku', 'sering', 'konseling', 'online', 'oleh', 'chat', 'kalau', 'pun', 'beri', 'saran', 'yang', 'cenderung', 'umum', 'ketika', 'kita', 'ikut', 'naik', 'tuh', 'pasti', 'ada', 'jelas', 'lebih', 'lanjut', 'ini', 'template', 'sudah', 'seperti', 'chatgpt', 'buset', 'teman', 'aku', 'bayar', 'anjir', 'buat', 'konseling']","['konseling', 'online', 'chat', 'saran', 'cenderung', 'template', 'chatgpt', 'teman', 'bayar', 'anjir', 'konseling']",konseling online chat saran cenderung template chatgpt teman bayar anjir konseling
mr unul nilai essay pake ai yaudah akan gue garap dgn chatgpt balance,tuan unul nilai essay pakai kecerdasan buatan iya sudah akan aku kerja dengan chatgpt keseimbangan,"['tuan', 'unul', 'nilai', 'essay', 'pakai', 'kecerdasan', 'buatan', 'iya', 'sudah', 'akan', 'aku', 'kerja', 'dengan', 'chatgpt', 'keseimbangan']","['tuan', 'unul', 'nilai', 'essay', 'pakai', 'cerdas', 'buat', 'iya', 'sudah', 'akan', 'aku', 'kerja', 'dengan', 'chatgpt', 'imbang']","['tuan', 'nilai', 'essay', 'pakai', 'cerdas', 'iya', 'kerja', 'chatgpt', 'imbang']",tuan nilai essay pakai cerdas iya kerja chatgpt imbang
wtb chat gpt plus hari yg bisa sekarang,want to buy chat gpt ditambah hari yang bisa sekarang,"['want', 'to', 'buy', 'chat', 'gpt', 'ditambah', 'hari', 'yang', 'bisa', 'sekarang']","['want', 'to', 'buy', 'chat', 'gpt', 'tambah', 'hari', 'yang', 'bisa', 'sekarang']","['want', 'to', 'buy', 'chat', 'gpt']",want to buy chat gpt
kakkk ada chatgpt yg propremium ga hehehehe,kak ada chatgpt yang pro premium tidak hehehehe,"['kak', 'ada', 'chatgpt', 'yang', 'pro', 'premium', 'tidak', 'hehehehe']","['kak', 'ada', 'chatgpt', 'yang', 'pro', 'premium', 'tidak', 'hehehehe']","['kak', 'chatgpt', 'pro', 'premium']",kak chatgpt pro premium
mau beli chat gpt,mau beli chat gpt,"['mau', 'beli', 'chat', 'gpt']","['mau', 'beli', 'chat', 'gpt']","['beli', 'chat', 'gpt']",beli chat gpt
web bermanfaat proques referensi skripsi di berbagai universitas humata reviewrangkum jurnal elicit riset jurnal semua jurusan mendelay sitasi amp,web bermanfaat proques referensi skripsi di berbagai universitas humata review rangkum jurnal menimbulkan riset jurnal semua jurusan penundaan sitasi amp,"['web', 'bermanfaat', 'proques', 'referensi', 'skripsi', 'di', 'berbagai', 'universitas', 'humata', 'review', 'rangkum', 'jurnal', 'menimbulkan', 'riset', 'jurnal', 'semua', 'jurusan', 'penundaan', 'sitasi', 'amp']","['web', 'manfaat', 'proques', 'referensi', 'skripsi', 'di', 'bagai', 'universitas', 'humata', 'review', 'rangkum', 'jurnal', 'timbul', 'riset', 'jurnal', 'semua', 'jurus', 'tunda', 'sitasi', 'amp']","['web', 'manfaat', 'referensi', 'skripsi', 'universitas', 'review', 'rangkum', 'jurnal', 'timbul', 'riset', 'jurnal', 'jurus', 'tunda', 'sitasi']",web manfaat referensi skripsi universitas review rangkum jurnal timbul riset jurnal jurus tunda sitasi
mau chat gpt plus dong,mau chat gpt ditambah dong,"['mau', 'chat', 'gpt', 'ditambah', 'dong']","['mau', 'chat', 'gpt', 'tambah', 'dong']","['chat', 'gpt']",chat gpt
kenapa ditanya ajg pake chat gpt,kenapa ditanya anjing pakai chat gpt,"['kenapa', 'ditanya', 'anjing', 'pakai', 'chat', 'gpt']","['kenapa', 'tanya', 'anjing', 'pakai', 'chat', 'gpt']","['anjing', 'pakai', 'chat', 'gpt']",anjing pakai chat gpt
butuh chat gpt chatgpt niih buat langganan,butuh chat gpt chatgpt niih buat langganan,"['butuh', 'chat', 'gpt', 'chatgpt', 'niih', 'buat', 'langganan']","['butuh', 'chat', 'gpt', 'chatgpt', 'niih', 'buat', 'langgan']","['butuh', 'chat', 'gpt', 'chatgpt', 'langgan']",butuh chat gpt chatgpt langgan
wtb chat gpt guys adakah,want to buy chat gpt guys adakah,"['want', 'to', 'buy', 'chat', 'gpt', 'guys', 'adakah']","['want', 'to', 'buy', 'chat', 'gpt', 'guys', 'ada']","['want', 'to', 'buy', 'chat', 'gpt']",want to buy chat gpt
cek dpt apanya chat gpt,cek dapat apanya chat gpt,"['cek', 'dapat', 'apanya', 'chat', 'gpt']","['cek', 'dapat', 'apa', 'chat', 'gpt']","['cek', 'chat', 'gpt']",cek chat gpt
mau chat gpt premium,mau chat gpt premium,"['mau', 'chat', 'gpt', 'premium']","['mau', 'chat', 'gpt', 'premium']","['chat', 'gpt', 'premium']",chat gpt premium
info chat gpt drop harga dan jumlah user,info chat gpt jatuh harga dan jumlah pengguna,"['info', 'chat', 'gpt', 'jatuh', 'harga', 'dan', 'jumlah', 'pengguna']","['info', 'chat', 'gpt', 'jatuh', 'harga', 'dan', 'jumlah', 'guna']","['info', 'chat', 'gpt', 'jatuh', 'harga']",info chat gpt jatuh harga
chat gpt aja pilih anies,chat gpt aja pilih anies,"['chat', 'gpt', 'aja', 'pilih', 'anies']","['chat', 'gpt', 'aja', 'pilih', 'anies']","['chat', 'gpt', 'aja', 'pilih', 'anies']",chat gpt aja pilih anies
chat gpt plus yang bisa sekarang,chat gpt ditambah yang bisa sekarang,"['chat', 'gpt', 'ditambah', 'yang', 'bisa', 'sekarang']","['chat', 'gpt', 'tambah', 'yang', 'bisa', 'sekarang']","['chat', 'gpt']",chat gpt
chatgpt hidup,chatgpt hidup,"['chatgpt', 'hidup']","['chatgpt', 'hidup']","['chatgpt', 'hidup']",chatgpt hidup
butuh chatgpt premium,butuh chatgpt premium,"['butuh', 'chatgpt', 'premium']","['butuh', 'chatgpt', 'premium']","['butuh', 'chatgpt', 'premium']",butuh chatgpt premium
chat gpt aku,chat gpt aku,"['chat', 'gpt', 'aku']","['chat', 'gpt', 'aku']","['chat', 'gpt']",chat gpt
ye hai hamare pyare chat gpt ka dimag wahh,ye hai hamare pyare chat gpt ka dimag wahh,"['ye', 'hai', 'hamare', 'pyare', 'chat', 'gpt', 'ka', 'dimag', 'wahh']","['ye', 'hai', 'hamare', 'pyare', 'chat', 'gpt', 'ka', 'mag', 'wahh']","['chat', 'gpt', 'mag']",chat gpt mag
ai mcm chatgpt boleh read pdf function klau malas buat intro atau conclusion utk report,kecerdasan buatan macam chatgpt boleh baca pdf fungsi kalau malas buat pengantar atau kesimpulan untuk laporan,"['kecerdasan', 'buatan', 'macam', 'chatgpt', 'boleh', 'baca', 'pdf', 'fungsi', 'kalau', 'malas', 'buat', 'pengantar', 'atau', 'kesimpulan', 'untuk', 'laporan']","['cerdas', 'buat', 'macam', 'chatgpt', 'boleh', 'baca', 'pdf', 'fungsi', 'kalau', 'malas', 'buat', 'antar', 'atau', 'simpul', 'untuk', 'lapor']","['cerdas', 'chatgpt', 'baca', 'pdf', 'fungsi', 'malas', 'simpul', 'lapor']",cerdas chatgpt baca pdf fungsi malas simpul lapor
butuh cepet chat gpt prem,butuh cepat chat gpt prem,"['butuh', 'cepat', 'chat', 'gpt', 'prem']","['butuh', 'cepat', 'chat', 'gpt', 'prem']","['butuh', 'cepat', 'chat', 'gpt', 'prem']",butuh cepat chat gpt prem
pake chatgpt ya ini apal templatenya gua,pakai chatgpt iya ini hafal template aku,"['pakai', 'chatgpt', 'iya', 'ini', 'hafal', 'template', 'aku']","['pakai', 'chatgpt', 'iya', 'ini', 'hafal', 'template', 'aku']","['pakai', 'chatgpt', 'iya', 'hafal', 'template']",pakai chatgpt iya hafal template
padu betul ayat bm kopipen ni hmm skrg dah jumpa tools yang lagi fine tune kepada specific task bye chatgpt gemini and claude tak yah lagi buat prompt panjang masukkan info product terus dapat headline amp,padu betul ayat bm kopipen ni hmm sekarang sudah jumpa alat-alat yang lagi baik menyetel kepada spesifik tugas bye chatgpt gemini dan claude tak yah lagi buat prompt panjang masukkan info produk terus dapat judul amp,"['padu', 'betul', 'ayat', 'bm', 'kopipen', 'ni', 'hmm', 'sekarang', 'sudah', 'jumpa', 'alat-alat', 'yang', 'lagi', 'baik', 'menyetel', 'kepada', 'spesifik', 'tugas', 'bye', 'chatgpt', 'gemini', 'dan', 'claude', 'tak', 'yah', 'lagi', 'buat', 'prompt', 'panjang', 'masukkan', 'info', 'produk', 'terus', 'dapat', 'judul', 'amp']","['padu', 'betul', 'ayat', 'bm', 'kopipen', 'ni', 'hmm', 'sekarang', 'sudah', 'jumpa', 'alat', 'yang', 'lagi', 'baik', 'setel', 'kepada', 'spesifik', 'tugas', 'bye', 'chatgpt', 'gemini', 'dan', 'claude', 'tak', 'yah', 'lagi', 'buat', 'prompt', 'panjang', 'masuk', 'info', 'produk', 'terus', 'dapat', 'judul', 'amp']","['padu', 'ayat', 'jumpa', 'alat', 'setel', 'spesifik', 'tugas', 'chatgpt', 'gemini', 'claude', 'prompt', 'masuk', 'info', 'produk', 'judul']",padu ayat jumpa alat setel spesifik tugas chatgpt gemini claude prompt masuk info produk judul
bosan bosan weh study aku try search ni kat chatgpt point ketiga tu kena amek take note okay,bosan bosan weh belajar aku coba cari ni kat chatgpt poin ketiga tu kena mama ambil catatan okay,"['bosan', 'bosan', 'weh', 'belajar', 'aku', 'coba', 'cari', 'ni', 'kat', 'chatgpt', 'poin', 'ketiga', 'tu', 'kena', 'mama', 'ambil', 'catatan', 'okay']","['bosan', 'bosan', 'weh', 'ajar', 'aku', 'coba', 'cari', 'ni', 'kat', 'chatgpt', 'poin', 'tiga', 'tu', 'kena', 'mama', 'ambil', 'catat', 'okay']","['bosan', 'bosan', 'ajar', 'coba', 'cari', 'chatgpt', 'poin', 'kena', 'mama', 'ambil', 'catat']",bosan bosan ajar coba cari chatgpt poin kena mama ambil catat
chatgpt harga buat dm pliss ada proof,chatgpt harga buat direct message please ada bukti,"['chatgpt', 'harga', 'buat', 'direct', 'message', 'please', 'ada', 'bukti']","['chatgpt', 'harga', 'buat', 'direct', 'message', 'please', 'ada', 'bukti']","['chatgpt', 'harga', 'direct', 'message', 'please', 'bukti']",chatgpt harga direct message please bukti
need chatgpt skrng jg premium,butuh chatgpt sekarang juga premium,"['butuh', 'chatgpt', 'sekarang', 'juga', 'premium']","['butuh', 'chatgpt', 'sekarang', 'juga', 'premium']","['butuh', 'chatgpt', 'premium']",butuh chatgpt premium
mpenzi wangu hanitafti nikaamu nijiliwaze na chatgpt,mpenzi wangu hanitafti nikaamu nijiliwaze na chatgpt,"['mpenzi', 'wangu', 'hanitafti', 'nikaamu', 'nijiliwaze', 'na', 'chatgpt']","['mpenzi', 'wangu', 'hanitafti', 'nikaamu', 'nijiliwaze', 'na', 'chatgpt']",['chatgpt'],chatgpt
everybody say terimakasih chatgpt,semua orang katakan terima kasih chatgpt,"['semua', 'orang', 'katakan', 'terima', 'kasih', 'chatgpt']","['semua', 'orang', 'kata', 'terima', 'kasih', 'chatgpt']","['orang', 'terima', 'kasih', 'chatgpt']",orang terima kasih chatgpt
chatgpt itampa mtu sup hivi hivi,chatgpt tanpa mtu sup hivi hivi,"['chatgpt', 'tanpa', 'mtu', 'sup', 'hivi', 'hivi']","['chatgpt', 'tanpa', 'mtu', 'sup', 'hivi', 'hivi']","['chatgpt', 'sup']",chatgpt sup
chatgpt sehari,chatgpt sehari,"['chatgpt', 'sehari']","['chatgpt', 'hari']",['chatgpt'],chatgpt
ready nih kak akun chatgpt sharing kbulan bisa akses gpt testimoni bisa cek pinned yahh fast response,siap nih kak akun chatgpt berbagi ke bulan bisa akses gpt testimoni bisa cek disematkan yahh cepat respons,"['siap', 'nih', 'kak', 'akun', 'chatgpt', 'berbagi', 'ke', 'bulan', 'bisa', 'akses', 'gpt', 'testimoni', 'bisa', 'cek', 'disematkan', 'yahh', 'cepat', 'respons']","['siap', 'nih', 'kak', 'akun', 'chatgpt', 'bagi', 'ke', 'bulan', 'bisa', 'akses', 'gpt', 'testimoni', 'bisa', 'cek', 'semat', 'yahh', 'cepat', 'respons']","['kak', 'akun', 'chatgpt', 'akses', 'gpt', 'testimoni', 'cek', 'semat', 'cepat', 'respons']",kak akun chatgpt akses gpt testimoni cek semat cepat respons
deiii ivana summa irukka sollunga da summa chatgpt kunja kadichu irukaan,deiii ivana summa irukka sollunga da summa chatgpt kunja kadichu irukaan,"['deiii', 'ivana', 'summa', 'irukka', 'sollunga', 'da', 'summa', 'chatgpt', 'kunja', 'kadichu', 'irukaan']","['deiii', 'ivana', 'summa', 'irukka', 'sollunga', 'da', 'summa', 'chatgpt', 'kunja', 'kadichu', 'irukaan']","['ivana', 'chatgpt']",ivana chatgpt
chatgpt rigczem,chatgpt rigczem,"['chatgpt', 'rigczem']","['chatgpt', 'rigczem']",['chatgpt'],chatgpt
butuh chatgpt buat sehari dong,butuh chatgpt buat sehari dong,"['butuh', 'chatgpt', 'buat', 'sehari', 'dong']","['butuh', 'chatgpt', 'buat', 'hari', 'dong']","['butuh', 'chatgpt']",butuh chatgpt
cinta mati sama chatgpt mau menikah dengan chatgpt,cinta mati sama chatgpt mau menikah dengan chatgpt,"['cinta', 'mati', 'sama', 'chatgpt', 'mau', 'menikah', 'dengan', 'chatgpt']","['cinta', 'mati', 'sama', 'chatgpt', 'mau', 'meni', 'dengan', 'chatgpt']","['cinta', 'mati', 'chatgpt', 'meni', 'chatgpt']",cinta mati chatgpt meni chatgpt
yah celeng anjir tarif rebu disuruh ibadah itumah kek gua curhat ke chatgpt,yah celeng anjir tarif rabu disuruh ibadah itu seperti aku curhat ke chatgpt,"['yah', 'celeng', 'anjir', 'tarif', 'rabu', 'disuruh', 'ibadah', 'itu', 'seperti', 'aku', 'curhat', 'ke', 'chatgpt']","['yah', 'celeng', 'anjir', 'tarif', 'rabu', 'suruh', 'ibadah', 'itu', 'seperti', 'aku', 'curhat', 'ke', 'chatgpt']","['celeng', 'anjir', 'tarif', 'rabu', 'suruh', 'ibadah', 'curhat', 'chatgpt']",celeng anjir tarif rabu suruh ibadah curhat chatgpt
br denger video bs ttg sirah nabawi substansinya sama spt yg aku twitkan thn lalu penulis awal ibn isaq thn di bagdad kairo thn kemudian dilanjut ibn hisyam di kairo mesir tp naskah ibn ishaq hilang dr mana dia tau transkip asli ga ada chat gpt ai juga tau,baru dengar video bisa tentang kepala nabawi substansinya sama spt yang aku tweet tahun lalu penulis awal ibn isaq tahun di bagdad kairo tahun kemudian dilanjut ibn hisyam di kairo mesir tapi naskah ibn ishaq hilang dari mana dia tahu transkrip asli tidak ada chat gpt kecerdasan buatan juga tahu,"['baru', 'dengar', 'video', 'bisa', 'tentang', 'kepala', 'nabawi', 'substansinya', 'sama', 'spt', 'yang', 'aku', 'tweet', 'tahun', 'lalu', 'penulis', 'awal', 'ibn', 'isaq', 'tahun', 'di', 'bagdad', 'kairo', 'tahun', 'kemudian', 'dilanjut', 'ibn', 'hisyam', 'di', 'kairo', 'mesir', 'tapi', 'naskah', 'ibn', 'ishaq', 'hilang', 'dari', 'mana', 'dia', 'tahu', 'transkrip', 'asli', 'tidak', 'ada', 'chat', 'gpt', 'kecerdasan', 'buatan', 'juga', 'tahu']","['baru', 'dengar', 'video', 'bisa', 'tentang', 'kepala', 'nabawi', 'substansi', 'sama', 'spt', 'yang', 'aku', 'tweet', 'tahun', 'lalu', 'tulis', 'awal', 'ibn', 'isaq', 'tahun', 'di', 'bagdad', 'kairo', 'tahun', 'kemudian', 'lanjut', 'ibn', 'hisyam', 'di', 'kairo', 'mesir', 'tapi', 'naskah', 'ibn', 'ishaq', 'hilang', 'dari', 'mana', 'dia', 'tahu', 'transkrip', 'asli', 'tidak', 'ada', 'chat', 'gpt', 'cerdas', 'buat', 'juga', 'tahu']","['dengar', 'video', 'kepala', 'nabawi', 'substansi', 'tweet', 'tulis', 'isaq', 'bagdad', 'kairo', 'hisyam', 'kairo', 'mesir', 'naskah', 'ishaq', 'hilang', 'transkrip', 'asli', 'chat', 'gpt', 'cerdas']",dengar video kepala nabawi substansi tweet tulis isaq bagdad kairo hisyam kairo mesir naskah ishaq hilang transkrip asli chat gpt cerdas
tapi menurutku google bard lebih akurat dibanding chatgpt,tapi menurutku google penyair lebih akurat dibanding chatgpt,"['tapi', 'menurutku', 'google', 'penyair', 'lebih', 'akurat', 'dibanding', 'chatgpt']","['tapi', 'turut', 'google', 'sair', 'lebih', 'akurat', 'banding', 'chatgpt']","['google', 'sair', 'akurat', 'banding', 'chatgpt']",google sair akurat banding chatgpt
chatgpt bulan harga buat,chatgpt bulan harga buat,"['chatgpt', 'bulan', 'harga', 'buat']","['chatgpt', 'bulan', 'harga', 'buat']","['chatgpt', 'harga']",chatgpt harga
wtb chatgpt yg private brp user ya,want to buy chatgpt yang privat berapa pengguna iya,"['want', 'to', 'buy', 'chatgpt', 'yang', 'privat', 'berapa', 'pengguna', 'iya']","['want', 'to', 'buy', 'chatgpt', 'yang', 'privat', 'berapa', 'guna', 'iya']","['want', 'to', 'buy', 'chatgpt', 'privat', 'iya']",want to buy chatgpt privat iya
